Q9H2S6	Q9NPE6	1	
Q9H2S6	Q9BXK5	1	
Q9H2S6	O60238	1	
Q9H2S6	P20138	1	
Q9H2S6	Q9UM44	1	
Q9H2S6	Q5JX71	1	
Q9H2S6	Q9HB07	1	
Q9H2S6	P12314	1	
Q9H2S6	Q96BA8	1	
Q9H2S6	Q9BSE2	1	
Q9H2S6	Q6P531	1	
Q9H2S6	Q3SXY8	1	
Q9H2S6	Q12983	1	
Q9H2S6	Q86WK6	1	
Q9H2S6	Q96A25	1	
O60762	P50222	1	
O60762	P48775	1	
Q8IZE3	P60520	1	
Q8IZE3	Q99757	1	
Q8IZE3	Q9H0R8	1	
Q8IZE3	Q68G74	1	
Q8IZE3	Q9Y4C2	1	
Q9NSG2	Q7Z4N8	1	
Q9BTY2	O96014	1	
Q9BTY2	O14787	1	
Q9BTY2	E7ERT8	1	
Q9BTY2	A0A2R8Y4R9	1	
Q9BTY2	P50222	1	
Q9BTY2	Q7Z417	1	
Q9BTY2	Q13526	1	
Q9BTY2	Q96NT3	1	
Q9BTY2	Q5T753	1	
Q9BTY2	Q5T7P2	1	
Q9BTY2	Q5TA78	1	
Q9BTY2	Q2TAL6	1	
Q9BTY2	Q6L8H2	1	
Q9BTY2	Q5T7P3	1	
Q9BTY2	Q701N4	1	
Q9BTY2	Q9BQ66	1	
Q9BTY2	P60331	1	
P23511	Q92624	1	
P23511	Q13952	1	
P23511	P68400	1	
P23511	P25208	1	
P23511	P54253	1	
P23511	Q96K80	1	
P23511	Q14119	1	
P23511	P14859	1	
P23511	Q7Z3K3	1	
P23511	Q9Y383	1	
P23511	Q92997	1	
P23511	P52655	1	
P23511	Q8N9N5	1	
P23511	Q2TAL8	1	
P23511	Q9BZL1	1	
P23511	Q9Y4C2	1	
Q6P499	Q9NQG1	1	
Q6P499	P11912	1	
Q6P499	Q9NUH8	1	
Q6P499	Q92838	1	
Q6P499	Q3ZAQ7	1	
Q6P499	Q8TED1	1	
Q6P499	Q9GZY8	1	
Q6P499	P27449	1	
Q6P499	P36382	1	
Q9Y6X5	Q9BVK8	1	
Q9Y6X5	P55061	1	
O00522	P61086	1	
P43351	P43351	1	
P43351	P50221	1	
P43351	Q13952	1	
P43351	O00505	1	
P43351	P50222	1	
P43351	Q9H4B4	1	
P43351	Q02548	1	
P43351	O15131	1	
P43351	Q9NPI6	1	
P43351	Q8NG50	1	
Q92934	P35609	1	
Q92934	Q15323	1	
Q92934	Q92843	1	
Q92934	Q07817	1	
Q92934	P31947	1	
Q92934	Q01844	1	
P28838	P36508	1	
P28838	Q9UPY8	1	
P28838	P45973	1	
P28838	Q92569	1	
P28838	Q13185	1	
P28838	Q8WWB5	1	
P28838	P22415	1	
P28838	Q15942	1	
P28838	Q8N9N5	1	
P14209	Q9UMX0	1	
P19801	Q96K80	1	
P19801	Q7Z3K3	1	
P19801	Q01085	1	
P19801	Q96HA8	1	
P19801	O75593	1	
P19801	Q8NBI2	1	
P19801	O43711	1	
P19801	Q6ZRY4	1	
P19801	Q15038	1	
P19801	Q8IUC2	1	
Q76N89	Q5SQQ9	1	
Q9Y6D9	Q9Y6D9	1	
Q9Y6D9	P09917	1	
Q9Y6D9	Q8TAP4	1	
Q9Y6D9	Q9H1Y0	1	
Q9Y6D9	Q92917	1	
Q9Y6D9	Q8TBB1	1	
Q9Y6D9	O76041	1	
Q9Y6D9	Q8WXW3	1	
Q9Y6D9	Q9HAQ2	1	
Q9Y6D9	Q9Y2I6	1	
Q9Y6D9	Q9BSW7	1	
Q9Y6D9	Q9BW85	1	
Q9Y6D9	Q16543	1	
Q9Y6D9	Q96BZ8	1	
Q9Y6D9	O76064	1	
Q9Y6D9	Q9Y2J4	1	
Q9Y6D9	Q07002	1	
Q9Y6D9	Q3ZCW2	1	
Q9Y6D9	Q8IYF3	1	
Q9Y6D9	Q63HK5	1	
Q9Y6D9	P25786	1	
Q9Y6D9	Q9Y6W3	1	
Q9Y6D9	Q5T7P8	1	
Q9Y6D9	Q9Y4E8	1	
Q9Y6D9	Q9BZW7	1	
Q9Y6D9	Q14134	1	
Q9Y6D9	Q9UGJ1	1	
Q9Y6D9	P55081	1	
Q9Y6D9	P09493	1	
Q9Y6D9	Q9NX65	1	
Q9Y6D9	O95995	1	
Q9Y6D9	P06753	1	
Q9Y6D9	Q6NYC8	1	
Q9Y6D9	Q15233	1	
Q9Y6D9	Q96CS2	1	
Q9Y6D9	Q2TBE0	1	
Q9Y6D9	Q96HA8	1	
Q9Y6D9	Q99576	1	
Q9Y6D9	Q9UM82	1	
Q9Y6D9	Q8TC71	1	
Q9Y6D9	Q13257	1	
Q9Y6D9	Q9UL15	1	
Q9Y6D9	P25800	1	
Q9Y6D9	Q86YD7	1	
Q9Y6D9	Q2TAC2	1	
Q9Y6D9	O43247	1	
Q9Y6D9	Q96AQ9	1	
Q9Y6D9	Q9Y4C2	1	
Q9Y6D9	Q8TD31	1	
Q14847	Q92567	1	
Q14847	P28340	1	
Q14847	Q9NQL9	1	
Q14847	P28069	1	
Q14847	Q92625	1	
Q14847	P78337	1	
Q14847	Q9UQM7	1	
Q14847	Q15645	1	
Q14847	Q9NWB1	1	
Q14847	Q8IWX8	1	
Q14847	Q86UW9	1	
Q14847	Q9UH03	1	
Q14847	P25788	1	
Q14847	P61970	1	
Q14847	Q08AM6	1	
Q14847	Q96GY0	1	
Q14847	Q71SY5	1	
Q14847	E7ERT8	1	
Q14847	A0A2R8Y4R9	1	
Q14847	Q9BRK4	1	
Q14847	P05813	1	
Q14847	Q63HR2	1	
Q14847	Q99750	1	
Q14847	Q92734	1	
Q14847	P32242	1	
Q14847	P54253	1	
Q14847	O75603	1	
Q14847	Q9BXF9	1	
Q14847	Q5TA45	1	
Q14847	P51116	1	
Q14847	Q5VV41	1	
Q14847	Q9BQY4	1	
Q14847	Q9NVV9	1	
Q14847	O14503	1	
Q14847	Q96K80	1	
Q14847	O43597	1	
Q14847	Q14119	1	
Q14847	Q9H0F5	1	
Q14847	Q99932	1	
Q14847	Q96NT3	1	
Q14847	Q8TBE0	1	
Q14847	O95995	1	
Q14847	P61968	1	
Q14847	Q9BYJ9	1	
Q14847	A1KXE4	1	
Q14847	Q8N9W6	1	
Q14847	Q96M29	1	
Q14847	O95429	1	
Q14847	Q93062	1	
Q14847	O75593	1	
Q14847	P0CG20	1	
Q14847	Q7Z5V6	1	
Q14847	Q8TDS5	1	
Q14847	Q04864	1	
Q14847	Q8WW24	1	
Q14847	P53672	1	
Q14847	O43711	1	
Q14847	Q6ZRY4	1	
Q14847	Q08379	1	
Q14847	Q5T4B2	1	
Q14847	Q96PV6	1	
Q14847	Q3V5L5	1	
Q14847	A5D8V6	1	
Q14847	P52597	1	
Q14847	Q03828	1	
Q14847	Q8NEC5	1	
Q14847	P07947	1	
Q14847	Q6NVU6	1	
Q14847	Q9H0L4	1	
Q14847	Q13064	1	
Q14847	Q9NWQ9	1	
Q14847	Q9UI47	1	
Q14847	Q15038	1	
Q14847	Q13643	1	
Q14847	O14964	1	
Q14847	Q9NZC7	1	
Q14847	Q3LI70	1	
Q14847	Q3LI66	1	
Q14847	Q3LI73	1	
Q14847	P60410	1	
Q14847	Q9UHD9	1	
Q14847	O15162	1	
Q14847	Q5BKX5	1	
Q14847	Q86UR1	1	
Q14847	P15884	1	
Q14847	Q03989	1	
Q14847	A8MQ03	1	
Q14847	Q6PEX3	1	
Q14847	Q2TAL8	1	
Q14847	O94989	1	
Q14847	P14373	1	
Q14847	P86481	1	
Q14847	P86496	1	
Q14847	Q6PKX4	1	
Q14847	A8MV65	1	
Q14847	Q9BYR6	1	
Q14847	Q9BYR7	1	
Q14847	P60329	1	
Q14847	Q96C00	1	
Q14847	P86480	1	
Q14847	P86479	1	
Q14847	P86478	1	
Q14847	Q7Z4W3	1	
Q14847	Q9BYR5	1	
Q14847	Q96EF6	1	
Q9Y5W9	O75800	1	
Q9Y5W9	Q9UI14	1	
Q9Y5W9	Q96HR9	1	
Q9Y5W9	Q8NB12	1	
Q9Y5W9	Q8N987	1	
Q9Y5W9	Q9NRG4	1	
Q9Y5W9	Q3KP22	1	
Q9Y5W9	Q15041	1	
Q9Y5W9	O95070	1	
Q9Y5W9	Q9NS64	1	
Q96HP8	Q9HA82	1	
Q96HP8	P11912	1	
Q96HP8	Q3YBM2	1	
Q96HP8	Q9NPL8	1	
Q96HP8	Q9H2K0	1	
Q96HP8	Q8NBJ4	1	
Q96HP8	Q86VR2	1	
Q96HP8	Q86SK9	1	
Q96HP8	Q5SR56	1	
Q96HP8	O95279	1	
Q96HP8	O95470	1	
Q96HP8	Q9Y320	1	
P20645	Q9UNI6	1	
P20645	Q86UP2	1	
P20645	Q9NRQ5	1	
P20645	Q9NZG7	1	
P20645	Q96F15	1	
Q05084	B4DUJ5	1	
Q05084	O95983	1	
Q05084	P61019	1	
Q05084	Q8WUD1	1	
Q05084	Q8WYH8	1	
Q92851	P98170	1	
O15519	Q13077	1	
P52756	P50221	1	
P52756	O95822	1	
P52756	P50222	1	
Q9Y216	Q96QG7	1	
Q9Y216	P51946	1	
P84085	Q96HD9	1	
P84085	Q8N9I9	1	
Q9Y2S7	P13196	1	
Q9Y2S7	Q9NQM4	1	
